State,Year,Type,Gender,Age_group,Total,Total Population,totalPerCapita
Andhra Pradesh,2012,By Jumping off Moving Vehicles/Trains,Male,15-29,3,85418.10000000006,3.512136186592769e-05
Andhra Pradesh,2012,By Overdose of sleeping pills,Male,15-29,18,85418.10000000006,0.0002107281711955661
Andhra Pradesh,2012,By Over Alcoholism,Male,15-29,31,85418.10000000006,0.0003629207392812528
Andhra Pradesh,2012,By Self Infliction of injury,Male,15-29,17,85418.10000000006,0.00019902105057359023
Andhra Pradesh,2012,By Consuming Other Poison,Male,15-29,335,85418.10000000006,0.003921885408361925
Andhra Pradesh,2012,By coming under running vehicles/trains,Male,15-29,294,85418.10000000006,0.0034418934628609133
Andhra Pradesh,2012,By Jumping from (Building),Male,15-29,17,85418.10000000006,0.00019902105057359023
Andhra Pradesh,2012,By Drowning,Male,15-29,149,85418.10000000006,0.0017443609726744084
Andhra Pradesh,2012,By Other means (please specify),Male,15-29,151,85418.10000000006,0.0017677752139183603
Andhra Pradesh,2012,By Jumping from (Other sites),Male,15-29,7,85418.10000000006,8.194984435383128e-05
Andhra Pradesh,2012,By touching electric wires,Male,15-29,20,85418.10000000006,0.0002341424124395179
Andhra Pradesh,2012,By Hanging,Male,15-29,606,85418.10000000006,0.0070945150969173925
Andhra Pradesh,2012,By Fire/Self Immolation,Male,30-44,231,85418.10000000006,0.002704344863676432
Andhra Pradesh,2012,By Other means (please specify),Male,30-44,293,85418.10000000006,0.0034301863422389373
Andhra Pradesh,2012,By Self Infliction of injury,Male,30-44,16,85418.10000000006,0.00018731392995161432
Andhra Pradesh,2012,By Drowning,Male,30-44,172,85418.10000000006,0.002013624746979854
Andhra Pradesh,2012,By touching electric wires,Male,30-44,8,85418.10000000006,9.365696497580716e-05
Andhra Pradesh,2012,By Over Alcoholism,Male,30-44,86,85418.10000000006,0.001006812373489927
Andhra Pradesh,2012,By Jumping from (Other sites),Male,30-44,15,85418.10000000006,0.00017560680932963844
Andhra Pradesh,2012,By coming under running vehicles/trains,Male,30-44,353,85418.10000000006,0.004132613579557491
Andhra Pradesh,2012,By Fire-Arms,Male,30-44,8,85418.10000000006,9.365696497580716e-05
Andhra Pradesh,2012,By Consuming Insecticides,Male,30-44,953,85418.10000000006,0.011156885952743029
Andhra Pradesh,2012,By Hanging,Male,30-44,827,85418.10000000006,0.009681788754374065
Andhra Pradesh,2012,By Overdose of sleeping pills,Male,30-44,17,85418.10000000006,0.00019902105057359023
Andhra Pradesh,2012,By Consuming Other Poison,Male,30-44,631,85418.10000000006,0.0073871931124667905
Andhra Pradesh,2012,By Jumping from (Building),Male,30-44,18,85418.10000000006,0.0002107281711955661
Andhra Pradesh,2012,By Consuming Other Poison,Male,45-59,292,85418.10000000006,0.0034184792216169616
Andhra Pradesh,2012,By Self Infliction of injury,Male,45-59,11,85418.10000000006,0.00012877832684173485
Andhra Pradesh,2012,By Other means (please specify),Male,45-59,188,85418.10000000006,0.0022009386769314683
Andhra Pradesh,2012,By coming under running vehicles/trains,Male,45-59,198,85418.10000000006,0.0023180098831512273
Andhra Pradesh,2012,By Jumping from (Other sites),Male,45-59,5,85418.10000000006,5.8535603109879476e-05
Andhra Pradesh,2012,By Jumping from (Building),Male,45-59,12,85418.10000000006,0.00014048544746371076
Andhra Pradesh,2012,By Overdose of sleeping pills,Male,45-59,23,85418.10000000006,0.0002692637743054456
Andhra Pradesh,2012,By Over Alcoholism,Male,45-59,23,85418.10000000006,0.0002692637743054456
Andhra Pradesh,2012,By touching electric wires,Male,45-59,9,85418.10000000006,0.00010536408559778306
Andhra Pradesh,2012,By Hanging,Male,45-59,701,85418.10000000006,0.008206691556005103
Andhra Pradesh,2012,By Consuming Insecticides,Male,45-59,611,85418.10000000006,0.0071530507000272725
Andhra Pradesh,2012,By Machine,Male,45-59,3,85418.10000000006,3.512136186592769e-05
Andhra Pradesh,2012,By Drowning,Male,45-59,144,85418.10000000006,0.0016858253695645289
Andhra Pradesh,2012,By Fire/Self Immolation,Male,45-59,118,85418.10000000006,0.0013814402333931558
Andhra Pradesh,2012,By Jumping off Moving Vehicles/Trains,Male,45-59,2,85418.10000000006,2.341424124395179e-05
Andhra Pradesh,2012,By Consuming Insecticides,Male,60+,192,85418.10000000006,0.002247767159419372
Andhra Pradesh,2012,By Self Infliction of injury,Male,60+,2,85418.10000000006,2.341424124395179e-05
Andhra Pradesh,2012,By Other means (please specify),Male,60+,82,85418.10000000006,0.0009599838910020234
Andhra Pradesh,2012,By Hanging,Male,60+,134,85418.10000000006,0.0015687541633447701
Andhra Pradesh,2012,By coming under running vehicles/trains,Male,60+,107,85418.10000000006,0.001252661906551421
Andhra Pradesh,2012,By Consuming Other Poison,Male,60+,244,85418.10000000006,0.0028565374317621184
Andhra Pradesh,2012,By Fire/Self Immolation,Male,60+,36,85418.10000000006,0.0004214563423911322
Andhra Pradesh,2012,By Jumping from (Building),Male,60+,3,85418.10000000006,3.512136186592769e-05
Andhra Pradesh,2012,By Over Alcoholism,Male,60+,37,85418.10000000006,0.00043316346301310813
Andhra Pradesh,2012,By Overdose of sleeping pills,Male,60+,5,85418.10000000006,5.8535603109879476e-05
Andhra Pradesh,2012,By touching electric wires,Male,60+,6,85418.10000000006,7.024272373185538e-05
Andhra Pradesh,2012,By Drowning,Male,60+,102,85418.10000000006,0.0011941263034415414
Andhra Pradesh,2012,By Jumping from (Other sites),Male,60+,1,85418.10000000006,1.1707120621975895e-05
Assam,2001,By Drowning,Male,0-14,12,26656.0,0.0004501800720288115
Assam,2001,By Consuming Other Poison,Male,0-14,5,26656.0,0.0001875750300120048
Assam,2001,By touching electric wires,Male,0-14,1,26656.0,3.751500600240096e-05
Assam,2001,By Other means (please specify),Male,0-14,10,26656.0,0.0003751500600240096
Assam,2001,By Over Alcoholism,Male,0-14,1,26656.0,3.751500600240096e-05
Assam,2001,By Hanging,Male,0-14,6,26656.0,0.00022509003601440576
Assam,2001,By Consuming Other Poison,Male,15-29,114,26656.0,0.004276710684273709
Assam,2001,By Consuming Insecticides,Male,15-29,15,26656.0,0.0005627250900360144
Assam,2001,By Jumping from (Building),Male,15-29,1,26656.0,3.751500600240096e-05
Assam,2001,By Over Alcoholism,Male,15-29,5,26656.0,0.0001875750300120048
Assam,2001,By touching electric wires,Male,15-29,21,26656.0,0.0007878151260504202
Assam,2001,By Hanging,Male,15-29,309,26656.0,0.011592136854741896
Assam,2001,By Other means (please specify),Male,15-29,76,26656.0,0.002851140456182473
Assam,2001,By Drowning,Male,15-29,46,26656.0,0.0017256902761104442
Assam,2001,By coming under running vehicles/trains,Male,15-29,1,26656.0,3.751500600240096e-05
Assam,2001,By Fire/Self Immolation,Male,15-29,2,26656.0,7.503001200480192e-05
Assam,2001,By Jumping off Moving Vehicles/Trains,Male,15-29,29,26656.0,0.0010879351740696278
Assam,2001,By Jumping from (Other sites),Male,15-29,1,26656.0,3.751500600240096e-05
Assam,2001,By Other means (please specify),Male,30-44,73,26656.0,0.0027385954381752703
Assam,2001,By Jumping off Moving Vehicles/Trains,Male,30-44,34,26656.0,0.0012755102040816326
Assam,2001,By Fire/Self Immolation,Male,30-44,3,26656.0,0.00011254501800720288
Assam,2001,By Hanging,Male,30-44,359,26656.0,0.013467887154861944
Assam,2001,By coming under running vehicles/trains,Male,30-44,3,26656.0,0.00011254501800720288
Assam,2001,By touching electric wires,Male,30-44,26,26656.0,0.0009753901560624249
Assam,2001,By Fire-Arms,Male,30-44,2,26656.0,7.503001200480192e-05
Assam,2001,By Machine,Male,30-44,1,26656.0,3.751500600240096e-05
Assam,2001,By Consuming Insecticides,Male,30-44,1,26656.0,3.751500600240096e-05
Assam,2001,By Drowning,Male,30-44,63,26656.0,0.0023634453781512603
Assam,2001,By Over Alcoholism,Male,30-44,7,26656.0,0.0002626050420168067
Assam,2001,By Consuming Other Poison,Male,30-44,130,26656.0,0.0048769507803121245
Assam,2001,By Drowning,Male,45-59,37,26656.0,0.0013880552220888356
Assam,2001,By Overdose of sleeping pills,Male,45-59,1,26656.0,3.751500600240096e-05
Assam,2001,By touching electric wires,Male,45-59,11,26656.0,0.00041266506602641057
Assam,2001,By Hanging,Male,45-59,226,26656.0,0.008478391356542617
Assam,2001,By Consuming Insecticides,Male,45-59,2,26656.0,7.503001200480192e-05
Assam,2001,By Jumping from (Building),Male,45-59,1,26656.0,3.751500600240096e-05
Assam,2001,By Other means (please specify),Male,45-59,62,26656.0,0.0023259303721488594
Assam,2001,By Over Alcoholism,Male,45-59,3,26656.0,0.00011254501800720288
Assam,2001,By Consuming Other Poison,Male,45-59,55,26656.0,0.0020633253301320527
Assam,2001,By Fire/Self Immolation,Male,45-59,1,26656.0,3.751500600240096e-05
Assam,2001,By Jumping off Moving Vehicles/Trains,Male,45-59,17,26656.0,0.0006377551020408163
Assam,2001,By coming under running vehicles/trains,Male,45-59,2,26656.0,7.503001200480192e-05
Assam,2001,By Other means (please specify),Male,60+,5,26656.0,0.0001875750300120048
Assam,2001,By Hanging,Male,60+,27,26656.0,0.001012905162064826
Assam,2001,By Drowning,Male,60+,15,26656.0,0.0005627250900360144
Assam,2001,By Jumping off Moving Vehicles/Trains,Male,60+,2,26656.0,7.503001200480192e-05
Assam,2001,By Consuming Other Poison,Male,60+,12,26656.0,0.0004501800720288115
Assam,2002,By Consuming Other Poison,Male,0-14,2,27111.0,7.377079414259895e-05
Assam,2002,By Drowning,Male,0-14,5,27111.0,0.00018442698535649736
Assam,2002,By Other means,Male,0-14,3,27111.0,0.00011065619121389841
Assam,2002,By Consuming Insecticides,Male,0-14,2,27111.0,7.377079414259895e-05
Assam,2002,By Jumping off Moving Vehicles/Trains,Male,0-14,1,27111.0,3.6885397071299475e-05
Assam,2002,By Hanging,Male,0-14,10,27111.0,0.00036885397071299473
Assam,2002,By touching electric wires,Male,15-29,14,27111.0,0.0005163955589981926
Assam,2002,By Consuming Other Poison,Male,15-29,113,27111.0,0.0041680498690568404
Assam,2002,By Over Alcoholism,Male,15-29,1,27111.0,3.6885397071299475e-05
Assam,2002,By Jumping from (Other sites),Male,15-29,5,27111.0,0.00018442698535649736
Assam,2002,By Fire/Self Immolation,Male,15-29,8,27111.0,0.0002950831765703958
Assam,2002,By Drowning,Male,15-29,70,27111.0,0.002581977794990963
Assam,2002,By coming under running vehicles/trains,Male,15-29,10,27111.0,0.00036885397071299473
Assam,2002,By Hanging,Male,15-29,263,27111.0,0.009700859429751761
Assam,2002,By Consuming Insecticides,Male,15-29,18,27111.0,0.0006639371472833905
Assam,2002,By Other means,Male,15-29,56,27111.0,0.0020655822359927703
Assam,2002,By Jumping off Moving Vehicles/Trains,Male,15-29,6,27111.0,0.00022131238242779683
Assam,2002,By Fire-Arms,Male,30-44,2,27111.0,7.377079414259895e-05
Assam,2002,By Hanging,Male,30-44,360,27111.0,0.01327874294566781
Assam,2002,By touching electric wires,Male,30-44,11,27111.0,0.0004057393677842942
Assam,2002,By Jumping off Moving Vehicles/Trains,Male,30-44,8,27111.0,0.0002950831765703958
Assam,2002,By Other means,Male,30-44,63,27111.0,0.0023237800154918666
Assam,2002,By Jumping from (Other sites),Male,30-44,1,27111.0,3.6885397071299475e-05
Assam,2002,By Fire/Self Immolation,Male,30-44,12,27111.0,0.00044262476485559365
Assam,2002,By Consuming Other Poison,Male,30-44,128,27111.0,0.004721330825126333
Assam,2002,By Drowning,Male,30-44,49,27111.0,0.0018073844564936742
Assam,2002,By coming under running vehicles/trains,Male,30-44,27,27111.0,0.0009959057209250857
Assam,2002,By Consuming Insecticides,Male,30-44,17,27111.0,0.000627051750212091
Assam,2002,By Over Alcoholism,Male,30-44,2,27111.0,7.377079414259895e-05
Assam,2002,By Other means,Male,45-59,44,27111.0,0.0016229574711371768
Assam,2002,By Jumping from (Other sites),Male,45-59,2,27111.0,7.377079414259895e-05
Assam,2002,By Drowning,Male,45-59,37,27111.0,0.0013647596916380805
Assam,2002,By Consuming Other Poison,Male,45-59,85,27111.0,0.0031352587510604553
Assam,2002,By coming under running vehicles/trains,Male,45-59,9,27111.0,0.00033196857364169527
Assam,2002,By Hanging,Male,45-59,188,27111.0,0.006934454649404301
Assam,2002,By Fire/Self Immolation,Male,45-59,5,27111.0,0.00018442698535649736
Assam,2002,By Self Infliction of injury,Male,45-59,1,27111.0,3.6885397071299475e-05
Assam,2002,By Consuming Insecticides,Male,45-59,2,27111.0,7.377079414259895e-05
Assam,2002,By touching electric wires,Male,45-59,6,27111.0,0.00022131238242779683
Assam,2002,By Jumping off Moving Vehicles/Trains,Male,45-59,2,27111.0,7.377079414259895e-05
Assam,2002,By coming under running vehicles/trains,Male,60+,1,27111.0,3.6885397071299475e-05
Assam,2002,By Other means,Male,60+,8,27111.0,0.0002950831765703958
Assam,2002,By Jumping off Moving Vehicles/Trains,Male,60+,2,27111.0,7.377079414259895e-05
Assam,2002,By Self Infliction of injury,Male,60+,1,27111.0,3.6885397071299475e-05
Assam,2002,By Hanging,Male,60+,28,27111.0,0.0010327911179963851
Assam,2002,By Drowning,Male,60+,3,27111.0,0.00011065619121389841
Assam,2002,By Consuming Other Poison,Male,60+,11,27111.0,0.0004057393677842942
Assam,2003,By Other means (please specify),Male,0-14,11,27566.0,0.0003990422984836393
Assam,2003,By touching electric wires,Male,0-14,1,27566.0,3.627657258942175e-05
Assam,2003,By Consuming Other Poison,Male,0-14,10,27566.0,0.00036276572589421754
Assam,2003,By Drowning,Male,0-14,19,27566.0,0.0006892548791990133
Assam,2003,By Hanging,Male,0-14,13,27566.0,0.0004715954436624828
Assam,2003,By Consuming Insecticides,Male,0-14,3,27566.0,0.00010882971776826526
Assam,2003,By coming under running vehicles/trains,Male,0-14,1,27566.0,3.627657258942175e-05
Assam,2003,By Jumping from (Other sites),Male,0-14,1,27566.0,3.627657258942175e-05
Assam,2003,By Fire/Self Immolation,Male,0-14,2,27566.0,7.25531451788435e-05
Assam,2003,By Fire-Arms,Male,15-29,5,27566.0,0.00018138286294710877
Assam,2003,By Consuming Insecticides,Male,15-29,19,27566.0,0.0006892548791990133
Assam,2003,By Other means (please specify),Male,15-29,117,27566.0,0.004244358992962345
Assam,2003,By Jumping from (Other sites),Male,15-29,3,27566.0,0.00010882971776826526
Assam,2003,By Drowning,Male,15-29,108,27566.0,0.003917869839657549
Assam,2003,By Jumping off Moving Vehicles/Trains,Male,15-29,1,27566.0,3.627657258942175e-05
Assam,2003,By Hanging,Male,15-29,281,27566.0,0.010193716897627512
Assam,2003,By touching electric wires,Male,15-29,10,27566.0,0.00036276572589421754
Assam,2003,By Fire/Self Immolation,Male,15-29,16,27566.0,0.000580425161430748
Assam,2003,By coming under running vehicles/trains,Male,15-29,25,27566.0,0.0009069143147355438
Assam,2003,By Consuming Other Poison,Male,15-29,79,27566.0,0.0028658492345643182
Assam,2003,By Jumping from (Building),Male,15-29,7,27566.0,0.00025393600812595224
Assam,2003,By Fire-Arms,Male,30-44,7,27566.0,0.00025393600812595224
Assam,2003,By Other means (please specify),Male,30-44,71,27566.0,0.0025756366538489442
Assam,2003,By Hanging,Male,30-44,268,27566.0,0.009722121453965029
Assam,2003,By Jumping from (Other sites),Male,30-44,3,27566.0,0.00010882971776826526
Assam,2003,By Machine,Male,30-44,2,27566.0,7.25531451788435e-05
Assam,2003,By Drowning,Male,30-44,55,27566.0,0.0019952114924181963
Assam,2003,By touching electric wires,Male,30-44,7,27566.0,0.00025393600812595224
Assam,2003,By Jumping from (Building),Male,30-44,3,27566.0,0.00010882971776826526
Assam,2003,By Jumping off Moving Vehicles/Trains,Male,30-44,5,27566.0,0.00018138286294710877
Assam,2003,By Fire/Self Immolation,Male,30-44,9,27566.0,0.0003264891533047958
Assam,2003,By coming under running vehicles/trains,Male,30-44,25,27566.0,0.0009069143147355438
Assam,2003,By Consuming Insecticides,Male,30-44,11,27566.0,0.0003990422984836393
Assam,2003,By Over Alcoholism,Male,30-44,11,27566.0,0.0003990422984836393
Assam,2003,By Consuming Other Poison,Male,30-44,80,27566.0,0.0029021258071537403
Assam,2003,By Jumping from (Other sites),Male,45-59,7,27566.0,0.00025393600812595224
Assam,2003,By Fire-Arms,Male,45-59,1,27566.0,3.627657258942175e-05
Assam,2003,By Jumping off Moving Vehicles/Trains,Male,45-59,5,27566.0,0.00018138286294710877
Assam,2003,By coming under running vehicles/trains,Male,45-59,14,27566.0,0.0005078720162519045
Assam,2003,By Machine,Male,45-59,4,27566.0,0.000145106290357687
Assam,2003,By touching electric wires,Male,45-59,4,27566.0,0.000145106290357687
Assam,2003,By Fire/Self Immolation,Male,45-59,14,27566.0,0.0005078720162519045
Assam,2003,By Consuming Other Poison,Male,45-59,35,27566.0,0.0012696800406297613
Assam,2003,By Other means (please specify),Male,45-59,49,27566.0,0.0017775520568816658
Assam,2003,By Hanging,Male,45-59,128,27566.0,0.004643401291445984
Assam,2003,By Consuming Insecticides,Male,45-59,1,27566.0,3.627657258942175e-05
Assam,2003,By Drowning,Male,45-59,46,27566.0,0.0016687223391134006
Assam,2003,By Over Alcoholism,Male,45-59,15,27566.0,0.0005441485888413262
Assam,2003,By Other means (please specify),Male,60+,20,27566.0,0.0007255314517884351
Assam,2003,By Over Alcoholism,Male,60+,3,27566.0,0.00010882971776826526
Assam,2003,By touching electric wires,Male,60+,2,27566.0,7.25531451788435e-05
Assam,2003,By Jumping off Moving Vehicles/Trains,Male,60+,1,27566.0,3.627657258942175e-05
Assam,2003,By Hanging,Male,60+,30,27566.0,0.0010882971776826525
Assam,2003,By Drowning,Male,60+,4,27566.0,0.000145106290357687
Assam,2003,By coming under running vehicles/trains,Male,60+,1,27566.0,3.627657258942175e-05
Assam,2003,By Consuming Other Poison,Male,60+,3,27566.0,0.00010882971776826526
Assam,2004,By Hanging,Male,0-14,16,28021.0,0.0005710003211876806
Assam,2004,By Consuming Other Poison,Male,0-14,6,28021.0,0.00021412512044538025
Assam,2004,By Drowning,Male,0-14,13,28021.0,0.00046393776096499055
Assam,2004,By Other means (please specify),Male,0-14,2,28021.0,7.137504014846008e-05
Assam,2004,By Fire/Self Immolation,Male,0-14,2,28021.0,7.137504014846008e-05
Assam,2004,By Jumping from (Other sites),Male,0-14,2,28021.0,7.137504014846008e-05
Assam,2004,By Drowning,Male,15-29,79,28021.0,0.0028193140858641733
Assam,2004,By touching electric wires,Male,15-29,13,28021.0,0.00046393776096499055
